Age,Gender,Income,EmploymentType,Education,HousingType,FamilyStatus,EmploymentYears,CreditScore,LoanAmount,PaymentHistory,Dependents,Approved
41,Female,1738662,Student,Graduate,Owned,Married,32,329,374261,Good,3,0
33,Male,1968182,Business,High School,Owned,Single,29,330,97903,Good,4,0
55,Male,817830,Student,Graduate,Owned,Divorced,29,670,104098,Good,3,1
29,Male,206670,Student,High School,Rented,Married,33,478,530040,Good,0,0
48,Female,223641,Working,Graduate,Rented,Divorced,33,364,917759,Poor,3,0
58,Male,853426,Business,Graduate,Owned,Divorced,17,686,338192,Good,0,1
48,Male,1621062,Student,Post Graduate,Owned,Single,18,403,698169,Good,3,0
59,Female,217591,Business,High School,Owned,Divorced,3,843,222432,Good,5,0
21,Female,1721332,Government,Graduate,With Parents,Married,35,887,46688,Poor,2,0
55,Male,603486,Government,Graduate,Rented,Divorced,24,768,960481,Good,1,0
45,Male,583355,Working,High School,Owned,Divorced,32,330,442873,Good,5,0
47,Female,317676,Government,Post Graduate,With Parents,Divorced,30,610,233382,Good,4,0
52,Male,1965517,Business,Graduate,With Parents,Single,21,546,460131,Good,3,0
54,Female,248495,Government,High School,Rented,Married,31,853,996625,Good,1,0
49,Male,1698216,Working,Graduate,Owned,Single,30,646,406530,Poor,2,0
51,Female,1715416,Government,High School,Owned,Single,31,857,166775,Good,5,1
23,Female,1561638,Student,Graduate,Rented,Single,2,840,323913,Poor,3,0
54,Female,1699427,Student,Graduate,Owned,Single,21,752,470832,Good,3,1
29,Male,1458078,Student,Post Graduate,With Parents,Married,27,651,661784,Good,2,1
40,Male,751680,Government,Post Graduate,Rented,Married,29,478,639770,Good,4,0
24,Female,539774,Business,Post Graduate,Rented,Married,17,344,454510,Good,0,0
41,Female,418551,Business,Post Graduate,Owned,Married,14,870,426932,Good,4,0
34,Male,1492156,Business,High School,With Parents,Divorced,33,699,144521,Good,5,1
37,Female,1561436,Student,High School,With Parents,Married,27,388,63329,Good,3,0
44,Female,763473,Working,Post Graduate,Rented,Single,31,381,740329,Good,4,0
31,Female,505468,Student,High School,With Parents,Married,0,708,32982,Good,0,1
30,Female,1065265,Government,Graduate,With Parents,Single,27,377,298574,Good,0,0
57,Male,213327,Working,Post Graduate,Owned,Married,25,664,875069,Good,2,0
40,Female,852176,Business,High School,Owned,Single,30,831,911514,Good,3,0
29,Female,1725004,Government,Post Graduate,With Parents,Single,0,622,189685,Poor,1,0
42,Female,1639733,Business,High School,Rented,Single,10,411,431663,Poor,2,0
46,Male,296152,Student,High School,With Parents,Divorced,25,367,906526,Good,3,0
26,Male,1602880,Government,High School,With Parents,Single,22,334,996643,Good,2,0
32,Male,1161297,Student,Graduate,Owned,Married,19,723,354871,Good,3,1
43,Male,1977057,Government,High School,Rented,Married,31,569,83395,Good,3,0
21,Male,1266078,Government,Post Graduate,With Parents,Married,12,862,563593,Good,2,1
43,Female,863596,Business,High School,Rented,Divorced,4,652,924428,Good,4,0
31,Male,304299,Working,Graduate,Rented,Divorced,14,320,954507,Good,5,0
29,Female,1160463,Government,Graduate,With Parents,Married,14,533,813386,Good,1,0
58,Female,923624,Student,Post Graduate,Rented,Married,18,355,309261,Poor,3,0
50,Male,749093,Student,Post Graduate,Rented,Divorced,30,453,825331,Poor,5,0
53,Male,1587258,Government,High School,With Parents,Single,26,761,658315,Poor,5,0
25,Male,267510,Student,Post Graduate,Rented,Married,11,820,173060,Good,1,0
25,Female,1533903,Government,High School,Owned,Single,32,429,444251,Good,2,0
59,Female,1824908,Working,High School,Rented,Divorced,4,301,359019,Good,3,0
57,Male,958457,Government,High School,Rented,Divorced,22,687,367293,Poor,5,0
30,Male,801508,Business,Graduate,Rented,Single,29,327,539085,Good,3,0
34,Male,1738781,Business,Post Graduate,Rented,Divorced,18,544,338352,Poor,4,0
38,Female,1498928,Working,Post Graduate,Rented,Single,7,459,548454,Good,5,0
27,Male,582705,Student,Graduate,With Parents,Single,6,823,82552,Good,2,1
52,Male,1808966,Student,Post Graduate,Rented,Single,31,359,387891,Poor,3,0
22,Female,1553322,Working,Post Graduate,Rented,Single,24,522,194513,Good,1,0
37,Male,472633,Student,Graduate,Rented,Single,0,807,635823,Good,2,0
52,Male,1209282,Business,Graduate,With Parents,Divorced,31,806,695792,Good,5,1
33,Female,1952805,Business,Graduate,With Parents,Single,33,607,379530,Good,0,0
58,Male,1263133,Government,Graduate,With Parents,Divorced,9,839,173621,Good,1,1
59,Male,410991,Student,Graduate,Owned,Married,20,469,505071,Poor,3,0
55,Female,407321,Government,Post Graduate,Rented,Divorced,14,497,214726,Good,5,0
49,Male,349386,Business,Post Graduate,Rented,Married,21,692,922598,Good,3,0
27,Female,995785,Government,Post Graduate,Owned,Single,7,320,840718,Good,0,0
31,Female,1308017,Student,Graduate,With Parents,Divorced,22,834,702886,Poor,3,0
24,Male,936173,Working,Post Graduate,Owned,Married,14,825,941070,Good,5,0
47,Male,400390,Working,Graduate,Owned,Married,24,513,178891,Good,3,0
57,Male,1686707,Student,Graduate,With Parents,Married,11,483,414420,Poor,5,0
60,Female,865341,Business,High School,Owned,Divorced,22,467,700798,Good,1,0
55,Female,481013,Working,Graduate,Rented,Married,12,399,325562,Poor,2,0
37,Female,1897041,Working,Post Graduate,With Parents,Divorced,24,576,330903,Poor,4,0
45,Male,1527486,Government,Post Graduate,Owned,Divorced,17,306,602615,Poor,5,0
30,Female,1136914,Working,Graduate,Rented,Single,26,840,347511,Good,3,1
24,Female,1613283,Working,Post Graduate,Owned,Married,5,421,828697,Good,1,0
26,Female,1149865,Business,High School,Rented,Married,6,580,291318,Poor,2,0
47,Female,361841,Student,Graduate,With Parents,Married,24,309,96725,Good,0,0
38,Male,770657,Working,High School,Owned,Single,25,680,358785,Good,5,1
40,Female,976244,Student,Post Graduate,Rented,Married,29,497,760340,Good,5,0
51,Female,830950,Working,High School,Rented,Single,27,832,340185,Good,5,1
30,Male,710997,Working,Post Graduate,Rented,Married,11,420,325707,Good,5,0
22,Female,1957113,Working,Graduate,Rented,Single,29,525,876987,Poor,0,0
41,Male,1827451,Government,High School,With Parents,Divorced,0,802,743798,Good,5,1
47,Male,1413792,Business,High School,With Parents,Divorced,24,414,368697,Poor,3,0
28,Male,1105614,Student,High School,Rented,Divorced,3,525,454521,Poor,3,0
24,Female,1408337,Working,Graduate,Owned,Single,29,887,670863,Poor,3,0
49,Female,1615017,Business,High School,With Parents,Divorced,18,722,464691,Good,4,1
45,Male,1352393,Student,Graduate,With Parents,Married,4,452,156840,Good,4,0
35,Male,1276081,Student,Post Graduate,With Parents,Married,30,763,890778,Good,4,1
53,Male,736797,Business,Graduate,Rented,Divorced,25,843,776797,Good,5,0
48,Male,1137409,Government,Post Graduate,Owned,Divorced,14,312,915101,Good,0,0
57,Female,335900,Government,Graduate,Rented,Married,22,316,121279,Poor,1,0
34,Female,1148599,Business,Post Graduate,With Parents,Single,4,635,400407,Good,5,0
54,Male,780960,Working,Post Graduate,Owned,Divorced,11,600,788884,Poor,2,0
59,Male,1543671,Business,Graduate,Owned,Married,20,357,595485,Good,5,0
31,Male,1585509,Working,Graduate,With Parents,Married,15,780,564851,Good,1,1
28,Male,964575,Working,Post Graduate,With Parents,Single,15,690,846357,Good,0,0
22,Female,1122952,Working,Graduate,Rented,Divorced,19,588,627494,Good,2,0
55,Male,889143,Working,Post Graduate,Owned,Divorced,16,459,518535,Good,0,0
25,Male,1110195,Working,High School,With Parents,Divorced,27,351,671604,Good,4,0
25,Female,846553,Working,Graduate,With Parents,Married,24,398,107821,Good,3,0
30,Female,542238,Working,Graduate,Rented,Single,35,330,358913,Good,5,0
43,Male,787476,Working,Graduate,With Parents,Divorced,30,796,746259,Good,5,0
41,Female,570439,Government,High School,Owned,Single,3,502,87569,Good,5,0
54,Female,393701,Student,Graduate,With Parents,Divorced,27,482,810733,Good,2,0
60,Female,1528897,Student,Graduate,Rented,Divorced,6,576,618445,Poor,2,0
53,Male,579898,Government,High School,With Parents,Divorced,2,384,10509,Good,3,0
35,Male,750203,Business,High School,Rented,Married,30,356,557322,Good,2,0
31,Female,1261482,Business,High School,With Parents,Divorced,23,679,276739,Good,2,1
37,Male,391686,Business,Post Graduate,With Parents,Single,7,423,328570,Good,2,0
51,Female,1462528,Government,High School,With Parents,Married,6,515,652806,Good,2,0
44,Male,529450,Business,Graduate,Rented,Single,32,520,639414,Good,0,0
50,Female,549878,Government,High School,With Parents,Divorced,14,450,292301,Good,5,0
30,Male,1749297,Business,Post Graduate,Rented,Divorced,30,889,928878,Good,3,1
31,Male,1229348,Business,High School,Rented,Single,0,730,743920,Good,5,1
41,Female,1710854,Working,Graduate,With Parents,Single,18,342,498970,Poor,4,0
31,Female,592548,Government,Post Graduate,Rented,Divorced,28,484,604546,Good,5,0
49,Male,1806738,Student,High School,With Parents,Divorced,23,818,997978,Good,1,1
45,Male,1298019,Working,Graduate,Rented,Divorced,8,439,438373,Good,1,0
26,Female,1165078,Government,High School,Owned,Single,23,502,891409,Good,3,0
22,Male,1952264,Government,High School,Rented,Married,30,645,793897,Good,5,0
55,Female,643639,Student,High School,Owned,Married,34,783,8285,Good,5,1
42,Male,1260901,Business,Post Graduate,With Parents,Divorced,4,480,738674,Good,1,0
60,Female,1879927,Government,Graduate,With Parents,Divorced,23,499,796358,Good,3,0
38,Female,896621,Working,High School,With Parents,Married,24,458,984959,Good,0,0
55,Male,1846109,Government,Graduate,Rented,Divorced,17,434,616653,Good,5,0
45,Male,639770,Working,Graduate,Owned,Divorced,24,345,960315,Good,4,0
58,Male,1469222,Government,Graduate,Owned,Single,24,841,209380,Good,1,1
60,Male,348065,Student,High School,With Parents,Divorced,24,315,320999,Good,3,0
53,Female,1670310,Student,High School,Owned,Single,26,495,664773,Good,3,0
59,Female,1565961,Student,High School,Rented,Divorced,2,895,401939,Good,0,1
29,Male,869209,Business,Post Graduate,With Parents,Divorced,0,861,932795,Good,4,0
45,Male,1301602,Working,High School,Owned,Married,6,589,624782,Good,1,0
46,Male,712725,Student,Post Graduate,Owned,Divorced,21,871,694519,Good,2,0
38,Male,1882373,Student,High School,Owned,Single,11,741,900604,Good,5,1
52,Female,1990293,Student,High School,With Parents,Single,4,377,717172,Poor,0,0
40,Male,1274741,Government,Post Graduate,Owned,Single,30,883,511927,Good,3,1
53,Female,570307,Working,Post Graduate,Owned,Divorced,2,367,850117,Good,5,0
51,Female,1170253,Business,Post Graduate,Owned,Divorced,14,407,129019,Good,3,0
43,Female,848375,Student,High School,Owned,Single,8,517,112080,Good,3,0
54,Male,1139041,Working,Graduate,Owned,Divorced,15,443,517923,Poor,4,0
55,Male,366419,Government,Post Graduate,Owned,Single,26,523,25486,Poor,0,0
45,Female,473234,Student,High School,Rented,Single,35,880,107921,Good,2,1
35,Male,289175,Working,High School,Rented,Divorced,11,631,67565,Good,5,0
31,Male,608878,Working,High School,Owned,Divorced,28,332,185206,Good,4,0
56,Male,1945922,Government,High School,Owned,Married,24,696,86366,Poor,1,0
46,Male,1176065,Student,High School,Rented,Single,2,589,382165,Good,5,0
57,Male,1109964,Business,Post Graduate,With Parents,Married,14,546,216855,Good,0,0
46,Male,1083347,Business,Graduate,Owned,Single,19,890,285323,Good,0,1
52,Male,274439,Government,Post Graduate,Owned,Divorced,21,402,216992,Good,1,0
22,Female,1129311,Business,High School,With Parents,Single,18,300,500966,Good,5,0
33,Female,1389217,Student,Graduate,Rented,Single,15,876,52311,Good,3,1
35,Female,1207713,Government,High School,Owned,Divorced,6,627,916028,Good,5,0
21,Male,1868091,Government,High School,Rented,Single,24,799,378095,Good,5,1
40,Female,1289502,Business,Post Graduate,Owned,Married,25,671,5703,Poor,0,0
35,Female,1811741,Government,Graduate,With Parents,Divorced,18,697,902140,Good,5,1
31,Male,404850,Working,Post Graduate,With Parents,Single,8,518,177400,Good,3,0
43,Male,1458389,Working,Graduate,With Parents,Single,7,798,802828,Good,3,1
42,Male,1758136,Business,Graduate,Rented,Married,22,321,294192,Good,3,0
31,Male,1612724,Government,High School,With Parents,Divorced,27,654,445619,Good,5,1
56,Female,1845391,Business,High School,Owned,Single,16,869,509788,Good,0,1
35,Female,1842059,Government,High School,Rented,Married,24,602,92680,Good,1,0
51,Male,1639124,Student,Graduate,Rented,Single,4,603,380976,Good,2,0
21,Male,304313,Business,Post Graduate,With Parents,Single,27,896,367097,Good,1,0
41,Female,733256,Business,Graduate,With Parents,Single,16,508,432884,Good,0,0
60,Male,1385924,Business,Graduate,Rented,Single,33,419,276946,Good,5,0
40,Female,286412,Business,High School,Rented,Single,28,602,117803,Good,3,0
21,Male,563773,Government,High School,Rented,Married,12,382,197349,Good,0,0
49,Female,591066,Business,Post Graduate,Owned,Divorced,22,606,971091,Good,2,0
38,Male,401776,Student,High School,Rented,Divorced,2,659,808828,Good,4,0
31,Male,1134514,Business,Post Graduate,Owned,Single,25,405,27577,Good,4,0
31,Female,1566763,Government,Graduate,Owned,Single,3,691,298730,Good,5,1
47,Female,988578,Government,Graduate,With Parents,Married,24,473,346967,Poor,4,0
37,Female,321569,Working,Post Graduate,Rented,Single,9,664,491265,Poor,4,0
58,Male,1279281,Student,High School,Owned,Single,33,652,659179,Good,0,1
37,Male,1308790,Business,Graduate,With Parents,Married,9,311,258070,Good,5,0
55,Female,907469,Working,Post Graduate,Owned,Divorced,33,336,816790,Good,4,0
34,Male,1983000,Government,High School,Owned,Married,31,524,932770,Good,5,0
55,Male,1902584,Working,High School,With Parents,Divorced,18,319,109684,Good,5,0
51,Female,1860415,Student,Post Graduate,Owned,Divorced,4,895,907087,Good,5,1
22,Female,226637,Student,High School,With Parents,Married,2,662,508597,Good,2,0
43,Female,251377,Student,Post Graduate,Owned,Married,15,822,476680,Good,3,0
34,Female,715234,Working,Post Graduate,With Parents,Married,23,723,519400,Good,2,1
59,Female,1510576,Business,Post Graduate,Rented,Single,26,532,172034,Good,1,0
31,Female,678909,Student,High School,Owned,Divorced,5,884,699165,Poor,2,0
47,Female,1803879,Government,Post Graduate,Owned,Married,4,539,323161,Good,3,0
46,Male,515229,Student,Graduate,With Parents,Divorced,5,741,35015,Poor,5,0
26,Male,1187320,Working,High School,With Parents,Married,11,543,448538,Good,3,0
37,Male,1169925,Business,Post Graduate,Owned,Single,13,377,551059,Poor,1,0
39,Male,595191,Government,Post Graduate,Rented,Divorced,7,747,786024,Good,3,0
28,Male,427861,Government,Graduate,Rented,Single,1,755,214929,Good,4,1
51,Male,1737182,Government,Graduate,Owned,Married,20,657,832046,Poor,2,0
49,Male,334660,Working,Graduate,With Parents,Divorced,20,480,424175,Good,3,0
22,Male,1343865,Government,High School,With Parents,Single,2,427,312699,Good,2,0
51,Male,1048509,Government,Graduate,Owned,Divorced,33,348,933271,Good,2,0
25,Male,1775077,Business,Graduate,Rented,Married,11,869,552451,Good,3,1
25,Female,630388,Government,Post Graduate,Rented,Single,34,768,228096,Good,3,1
33,Male,749260,Business,Post Graduate,Owned,Divorced,5,494,473351,Poor,1,0
58,Male,1290724,Working,Graduate,Rented,Single,14,303,813937,Poor,4,0
35,Female,1390524,Working,Post Graduate,Owned,Married,18,801,432452,Good,1,1
51,Male,1376218,Student,Post Graduate,Owned,Single,14,786,680500,Good,5,1
31,Female,1898338,Working,Post Graduate,Owned,Married,22,512,691181,Good,2,0
53,Male,271677,Business,High School,Owned,Married,31,364,427912,Good,1,0
36,Female,352400,Student,Post Graduate,Rented,Married,0,458,535717,Good,4,0
21,Female,535259,Student,Post Graduate,With Parents,Married,33,821,74402,Good,5,1
22,Male,1432412,Working,Graduate,Rented,Divorced,4,477,556883,Good,1,0
49,Male,1461934,Government,Post Graduate,With Parents,Single,3,869,936127,Good,1,1
49,Male,774399,Student,Post Graduate,Rented,Single,20,550,867733,Good,4,0
54,Male,709549,Business,High School,Rented,Single,19,823,434450,Good,5,1
26,Female,1105581,Business,High School,Owned,Divorced,24,810,579380,Good,5,1
57,Female,1008905,Student,High School,Owned,Married,4,454,588628,Poor,0,0
37,Female,1117552,Working,High School,Owned,Divorced,12,729,134385,Good,3,1
40,Female,1044511,Business,High School,Rented,Divorced,35,735,736766,Good,1,1
29,Female,1162995,Student,High School,With Parents,Married,12,639,671740,Good,1,0
47,Male,1094736,Government,Graduate,Rented,Single,26,861,263200,Good,3,1
46,Male,1616534,Business,Graduate,With Parents,Married,26,387,950212,Poor,2,0
43,Male,918597,Student,Graduate,Rented,Divorced,31,837,379785,Good,5,1
60,Female,911351,Business,Graduate,Owned,Divorced,32,496,461175,Good,4,0
57,Male,598687,Student,High School,Rented,Single,17,573,340152,Good,2,0
45,Female,1543082,Working,High School,Owned,Married,33,477,647861,Good,4,0
56,Male,1034590,Working,Post Graduate,Owned,Single,28,720,218442,Good,4,1
39,Male,667231,Working,Graduate,Owned,Married,16,392,655502,Good,4,0
56,Male,1274806,Student,Graduate,Rented,Single,0,836,433275,Good,0,1
60,Female,206461,Student,Post Graduate,With Parents,Divorced,13,511,711371,Good,1,0
60,Female,267693,Business,Post Graduate,Rented,Married,18,485,376402,Poor,0,0
46,Female,1140172,Government,Graduate,Rented,Married,19,833,396389,Good,1,1
56,Male,222555,Student,Post Graduate,With Parents,Single,21,703,62200,Poor,2,0
41,Female,640780,Government,High School,Owned,Divorced,25,306,816642,Good,3,0
45,Male,1055680,Working,Post Graduate,Rented,Single,5,751,396850,Good,5,1
31,Female,812098,Government,Graduate,With Parents,Married,5,822,88732,Good,1,1
45,Female,888160,Student,Graduate,Rented,Married,25,317,403183,Good,2,0
32,Female,244873,Government,High School,Owned,Divorced,34,461,852357,Good,4,0
58,Female,1433933,Student,Graduate,With Parents,Single,34,418,538856,Good,2,0
54,Male,804918,Working,Graduate,With Parents,Single,12,729,233892,Poor,4,0
49,Female,899702,Working,High School,With Parents,Married,7,877,922574,Good,3,0
60,Male,545433,Business,Post Graduate,With Parents,Divorced,13,322,629838,Good,2,0
39,Male,347126,Business,High School,Owned,Married,20,638,871785,Good,4,0
59,Male,285815,Student,High School,Rented,Married,24,870,508678,Good,1,0
24,Female,1543508,Business,Graduate,Rented,Married,33,502,463533,Good,5,0
44,Male,1851510,Working,Graduate,Owned,Single,25,797,477554,Good,3,1
52,Female,1887247,Business,Post Graduate,Owned,Divorced,8,577,912551,Good,3,0
34,Female,366860,Student,Graduate,Rented,Married,28,896,124015,Poor,0,0
59,Female,901461,Government,Post Graduate,Owned,Single,34,584,945980,Good,4,0
54,Male,990768,Student,Graduate,With Parents,Married,7,541,707884,Good,3,0
38,Female,1964080,Student,Post Graduate,Owned,Divorced,30,830,444466,Good,0,1
40,Male,1330849,Business,Graduate,With Parents,Single,18,354,720370,Good,2,0
37,Female,784764,Business,Graduate,Owned,Married,8,670,314737,Good,5,1
30,Female,1375915,Student,High School,Owned,Divorced,21,558,482415,Poor,1,0
56,Female,781468,Working,Graduate,Rented,Single,15,426,976830,Good,0,0
36,Female,1345335,Business,Post Graduate,Owned,Single,20,723,548609,Poor,4,0
28,Male,1374046,Government,Post Graduate,Rented,Married,29,300,933910,Good,2,0
22,Male,601372,Business,Post Graduate,With Parents,Single,20,703,994659,Good,4,0
51,Female,1821513,Student,High School,Owned,Married,30,368,543973,Good,3,0
47,Female,1741032,Student,High School,Rented,Single,14,875,411386,Good,4,1
28,Male,221706,Business,High School,With Parents,Married,8,610,718106,Poor,4,0
47,Female,257096,Government,Graduate,Rented,Married,17,880,510143,Good,2,0
35,Female,822734,Government,High School,Rented,Divorced,21,594,108197,Good,5,0
50,Female,557327,Working,Post Graduate,With Parents,Single,4,480,906008,Good,1,0
37,Male,1317017,Working,High School,With Parents,Divorced,10,319,372611,Good,3,0
41,Male,805731,Government,Graduate,With Parents,Married,26,340,40210,Poor,4,0
31,Male,594565,Working,Graduate,Owned,Married,0,578,935688,Poor,2,0
50,Female,1277997,Government,Post Graduate,Owned,Married,27,829,437510,Poor,0,0
32,Female,1141757,Business,High School,Owned,Single,21,746,984242,Poor,2,0
30,Male,396459,Government,Graduate,Rented,Married,25,687,88053,Good,5,1
32,Female,311252,Student,Graduate,Owned,Single,13,379,560605,Good,5,0
52,Male,1601665,Business,Post Graduate,Rented,Married,8,517,268049,Good,3,0
44,Female,790228,Student,Post Graduate,Owned,Single,3,525,797802,Good,2,0
47,Female,1616453,Business,Graduate,Rented,Married,3,377,915081,Good,4,0
60,Male,1679248,Working,Graduate,With Parents,Single,21,517,356149,Poor,5,0
37,Male,919011,Student,High School,With Parents,Divorced,27,302,520624,Good,4,0
26,Male,1840331,Government,Post Graduate,Rented,Married,4,550,774868,Good,0,0
50,Female,1496957,Working,Post Graduate,With Parents,Married,1,683,732747,Poor,1,0
37,Male,1790086,Government,Post Graduate,Rented,Married,26,659,81872,Good,3,1
60,Male,1588046,Student,High School,Owned,Divorced,22,765,229139,Good,1,1
42,Male,1858162,Working,High School,Owned,Married,34,579,396974,Good,4,0
37,Female,1948868,Business,Post Graduate,Owned,Divorced,20,560,705441,Good,4,0
31,Male,425372,Government,High School,Rented,Divorced,31,548,15825,Poor,2,0
33,Male,1980759,Working,High School,Rented,Divorced,13,490,782247,Good,3,0
30,Male,893790,Government,Post Graduate,Rented,Divorced,22,691,858738,Good,4,0
40,Female,979023,Student,Graduate,With Parents,Married,34,524,874828,Poor,1,0
59,Male,1463245,Government,High School,Owned,Single,22,381,565703,Good,2,0
49,Female,1313073,Business,Post Graduate,Owned,Divorced,21,793,188859,Good,4,1
36,Female,1287231,Business,High School,With Parents,Single,35,875,453157,Poor,5,0
58,Female,1047694,Working,Graduate,Rented,Married,26,461,701826,Good,5,0
45,Female,207432,Business,High School,Rented,Single,34,819,468977,Good,3,0
42,Male,1866542,Working,Post Graduate,Owned,Single,31,649,929111,Poor,1,0
23,Female,1039676,Working,Graduate,Rented,Single,1,708,866000,Good,4,0
37,Female,1237945,Business,Post Graduate,Owned,Single,9,605,659680,Good,2,0
21,Female,693935,Working,Post Graduate,Rented,Single,34,300,126660,Good,0,0
33,Female,1224033,Business,Post Graduate,With Parents,Divorced,4,704,648423,Poor,2,0
29,Female,373128,Student,Graduate,With Parents,Married,17,795,69501,Poor,3,0
57,Male,926805,Business,Graduate,Rented,Married,23,438,735058,Good,4,0
36,Male,1635903,Business,High School,With Parents,Single,4,695,83942,Good,4,1
35,Male,389958,Government,High School,With Parents,Single,3,804,309546,Good,5,1
45,Female,1691792,Government,High School,Owned,Divorced,24,324,841847,Good,4,0
36,Male,1034292,Student,High School,Owned,Single,19,691,877423,Good,2,0
51,Male,279978,Student,High School,Rented,Single,27,765,675173,Good,3,0
54,Male,351833,Government,High School,With Parents,Single,2,361,481434,Good,4,0
22,Female,1187599,Working,Post Graduate,Owned,Divorced,6,767,63914,Good,3,1
38,Female,1537391,Student,Post Graduate,Rented,Divorced,23,765,793085,Good,4,1
22,Male,1889373,Business,Graduate,With Parents,Married,20,586,805528,Good,4,0
26,Male,1916182,Business,Post Graduate,Rented,Divorced,18,852,751023,Poor,2,0
31,Male,1816721,Working,Post Graduate,Owned,Married,20,519,203000,Good,1,0
22,Female,1483183,Business,High School,Rented,Single,0,324,161391,Good,3,0
43,Female,749225,Student,Graduate,Owned,Divorced,27,597,828272,Good,3,0
34,Male,916174,Working,High School,Rented,Single,12,353,201807,Poor,2,0
53,Male,388180,Student,High School,Rented,Single,15,329,570512,Good,0,0
37,Male,1322534,Student,Post Graduate,Owned,Single,10,676,526508,Good,2,1
35,Male,1034263,Government,Post Graduate,Rented,Married,8,394,104777,Good,0,0
46,Male,201658,Working,Post Graduate,Rented,Married,27,538,957202,Good,0,0
42,Male,1077071,Student,High School,With Parents,Married,7,374,13101,Good,0,0
46,Female,1303059,Student,Graduate,Rented,Divorced,19,403,304951,Good,1,0
43,Female,1097017,Government,High School,With Parents,Married,18,490,359443,Good,3,0
49,Female,1329040,Student,Post Graduate,Rented,Single,23,390,406878,Good,3,0
23,Male,1720737,Business,Post Graduate,With Parents,Single,30,330,104699,Good,5,0
22,Female,1694185,Working,Post Graduate,Rented,Divorced,4,659,675423,Poor,0,0
60,Female,1727555,Business,High School,Owned,Single,19,799,955133,Good,2,1
58,Female,357919,Working,Graduate,With Parents,Divorced,22,535,241281,Poor,4,0
39,Male,1025326,Business,Post Graduate,With Parents,Divorced,1,744,194179,Good,4,1
26,Female,1709193,Student,Graduate,Owned,Divorced,12,327,975304,Good,0,0
43,Male,1539879,Business,Graduate,Owned,Married,13,717,261807,Good,4,1
24,Female,1128883,Business,Graduate,Rented,Single,18,566,98666,Good,3,0
45,Male,397841,Student,Post Graduate,Rented,Single,1,716,299944,Good,1,1
59,Male,493725,Student,Post Graduate,Owned,Divorced,19,835,506481,Good,5,0
32,Female,418623,Student,Post Graduate,Owned,Divorced,2,869,327333,Good,4,1
30,Female,493298,Student,Graduate,Owned,Single,6,491,354019,Good,1,0
56,Female,1024912,Student,High School,Rented,Single,16,406,653133,Good,5,0
37,Female,1180652,Student,Graduate,With Parents,Single,8,610,420411,Poor,3,0
54,Female,1799164,Working,Graduate,With Parents,Single,4,788,388714,Good,0,1
36,Female,1642156,Business,Post Graduate,With Parents,Married,20,566,673601,Good,5,0
41,Male,1512012,Working,Graduate,Rented,Married,21,839,45656,Good,3,1
40,Female,1285605,Government,High School,Owned,Divorced,15,421,187485,Good,0,0
52,Male,612106,Government,Post Graduate,Rented,Divorced,11,430,964863,Good,1,0
39,Male,1011391,Working,Post Graduate,Owned,Married,15,616,113124,Good,5,0
43,Female,1054346,Working,Graduate,Owned,Single,6,333,685897,Good,5,0
50,Male,1391544,Working,Post Graduate,Owned,Divorced,32,540,986347,Poor,4,0
37,Female,1374517,Working,Post Graduate,Owned,Single,29,786,77055,Good,3,1
52,Male,874633,Student,Post Graduate,With Parents,Married,12,304,873531,Good,5,0
49,Female,769190,Student,Post Graduate,Rented,Single,33,302,688933,Good,4,0
59,Male,549331,Working,Graduate,Rented,Single,24,633,582849,Good,0,0
30,Male,1174302,Student,Graduate,Rented,Single,26,626,582061,Good,1,0
54,Male,553580,Business,Post Graduate,Rented,Married,26,482,434167,Good,0,0
56,Male,965577,Working,Post Graduate,Owned,Divorced,35,823,14164,Good,1,1
21,Male,896631,Business,Graduate,With Parents,Single,34,706,907297,Good,3,0
31,Male,307198,Business,High School,Rented,Single,3,855,65558,Poor,3,0
57,Male,548762,Business,Post Graduate,With Parents,Married,24,700,175463,Good,2,1
25,Female,1985138,Working,Post Graduate,With Parents,Single,28,302,879116,Good,1,0
50,Male,1499501,Business,Post Graduate,With Parents,Married,9,872,428762,Good,4,1
36,Female,1424216,Business,Post Graduate,Rented,Single,35,896,808828,Poor,4,0
52,Female,1491354,Government,Graduate,With Parents,Single,3,444,808712,Good,1,0
36,Female,961775,Government,Graduate,Owned,Divorced,14,568,419432,Good,5,0
54,Male,1111580,Working,Post Graduate,With Parents,Single,22,628,954487,Good,2,0
34,Male,1664232,Business,Post Graduate,Rented,Single,17,899,630667,Good,0,1
60,Female,335233,Student,Graduate,With Parents,Married,10,343,196190,Good,4,0
60,Male,776378,Government,Graduate,With Parents,Single,4,875,998643,Good,0,0
51,Male,1276516,Government,Graduate,With Parents,Married,34,795,283587,Good,0,1
23,Male,1082666,Business,Post Graduate,With Parents,Married,22,853,881109,Good,3,0
32,Male,1936930,Working,Post Graduate,With Parents,Divorced,1,664,479022,Poor,0,0
57,Female,798159,Business,Post Graduate,With Parents,Married,28,629,718917,Good,4,0
29,Female,921091,Government,Post Graduate,Rented,Divorced,1,860,281579,Good,4,1
21,Male,417981,Government,Post Graduate,With Parents,Divorced,7,430,818305,Good,1,0
38,Male,815298,Government,Graduate,With Parents,Single,0,438,955466,Good,4,0
23,Female,1564987,Student,High School,Rented,Divorced,17,735,53076,Good,2,1
51,Female,534151,Government,Post Graduate,Rented,Married,18,769,405105,Good,0,1
